File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF617XZE	bigWig	bigWig		fold change over control	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF261IPD/, /files/ENCFF581ZJL/, /files/ENCFF585HLM/, /files/ENCFF051LWI/	2403761406	ENCODE Processing Pipeline	851ab784bfc669933d7ae463997f85a8		https://www.encodeproject.org/files/ENCFF617XZE/@@download/ENCFF617XZE.bigWig				released	s3://encode-public/2016/09/01/b65c87f2-846f-4167-8858-7ee31b27e0d7/ENCFF617XZE.bigWig			
ENCFF792BGD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF261IPD/, /files/ENCFF581ZJL/	7131811	ENCODE Processing Pipeline	67d81b44082df3acf776e6da2c5fab41		https://www.encodeproject.org/files/ENCFF792BGD/@@download/ENCFF792BGD.bed.gz				released	s3://encode-public/2016/09/01/68d91b08-44b8-4aca-9b65-de63f51849bc/ENCFF792BGD.bed.gz			
ENCFF247ZEK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF051LWI/, /files/ENCFF585HLM/	7215524	ENCODE Processing Pipeline	568aa4401b01bb57d232d82928afe0d4		https://www.encodeproject.org/files/ENCFF247ZEK/@@download/ENCFF247ZEK.bed.gz				released	s3://encode-public/2016/09/01/9232be4b-ba65-48a8-8a65-eeb1d8afce15/ENCFF247ZEK.bed.gz			
ENCFF657HIZ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF226IEC/	14496030	ENCODE Processing Pipeline	fd8c8f549ca377456ccba8eed0d33bd3		https://www.encodeproject.org/files/ENCFF657HIZ/@@download/ENCFF657HIZ.bigBed				released	s3://encode-public/2016/09/01/4c1ef430-305c-4437-9068-2d2aff244a72/ENCFF657HIZ.bigBed			
ENCFF663HVK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF226IEC/, /files/ENCFF247ZEK/, /files/ENCFF792BGD/	1153076	ENCODE Processing Pipeline	a5c27b4a3d369bf4c1c5c75e02b57645		https://www.encodeproject.org/files/ENCFF663HVK/@@download/ENCFF663HVK.bed.gz				released	s3://encode-public/2016/09/01/879c9225-0d54-49c4-9460-68840ab5fcae/ENCFF663HVK.bed.gz			
ENCFF226IEC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF261IPD/, /files/ENCFF581ZJL/, /files/ENCFF585HLM/, /files/ENCFF051LWI/	7331628	ENCODE Processing Pipeline	bb7ab94faf3c35c0751195507dbfaf7e		https://www.encodeproject.org/files/ENCFF226IEC/@@download/ENCFF226IEC.bed.gz				released	s3://encode-public/2016/09/01/de854fea-c4b4-4708-8743-e7c6fcae2c77/ENCFF226IEC.bed.gz			
ENCFF370DLZ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF247ZEK/	13807133	ENCODE Processing Pipeline	b8ae56c5010f0f07e2cbd693cc424d0e		https://www.encodeproject.org/files/ENCFF370DLZ/@@download/ENCFF370DLZ.bigBed				released	s3://encode-public/2016/09/01/87bf28a1-12a4-41e7-970d-6646a603ffca/ENCFF370DLZ.bigBed			
ENCFF357RFK	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF792BGD/	11738525	ENCODE Processing Pipeline	81ee7906ad961271babfd5956f45fd57		https://www.encodeproject.org/files/ENCFF357RFK/@@download/ENCFF357RFK.bigBed				released	s3://encode-public/2016/09/01/c810afb6-5e85-4d5b-9a4e-caaf701e62bb/ENCFF357RFK.bigBed			
ENCFF524KZK	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF663HVK/	2382122	ENCODE Processing Pipeline	582434a083848124a5ed5df87b71182c		https://www.encodeproject.org/files/ENCFF524KZK/@@download/ENCFF524KZK.bigBed				released	s3://encode-public/2016/09/01/23a35e1a-6a02-4f12-8e18-d2b564f4065c/ENCFF524KZK.bigBed			
ENCFF132YVG	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF788EBS/	2963586	ENCODE Processing Pipeline	482ab73e971d57b177fe9724e51a002a		https://www.encodeproject.org/files/ENCFF132YVG/@@download/ENCFF132YVG.bigBed				released	s3://encode-public/2016/09/01/7abb1877-28f1-4b08-8b3e-2685ffe78841/ENCFF132YVG.bigBed			
ENCFF788EBS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF226IEC/, /files/ENCFF247ZEK/, /files/ENCFF792BGD/	1540943	ENCODE Processing Pipeline	3a0d9fd7b87bc7f13bbf44c634b50a0c		https://www.encodeproject.org/files/ENCFF788EBS/@@download/ENCFF788EBS.bed.gz				released	s3://encode-public/2016/09/01/aad58701-e79c-4674-a6b0-a3a675f825ae/ENCFF788EBS.bed.gz			
ENCFF325LLQ	bam	bam		unfiltered alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1		100					/files/ENCFF107ZQT/, /files/ENCFF643CGH/, /files/ENCFF387RWU/	7760666288	ENCODE Processing Pipeline	b9bbe96315c8fa60734bf39bb4ce64a6		https://www.encodeproject.org/files/ENCFF325LLQ/@@download/ENCFF325LLQ.bam				released	s3://encode-public/2016/10/09/b5363344-cef2-4112-9cad-7b429fff0160/ENCFF325LLQ.bam			
ENCFF750YXZ	bam	bam		unfiltered alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1		100					/files/ENCFF228VAR/, /files/ENCFF643CGH/, /files/ENCFF739VNU/	8256147651	ENCODE Processing Pipeline	1c7cf27a59291ce2bb36087f3bcb4b86		https://www.encodeproject.org/files/ENCFF750YXZ/@@download/ENCFF750YXZ.bam				released	s3://encode-public/2016/10/09/baf7630c-87ed-48f2-abd9-76460d484c4b/ENCFF750YXZ.bam			
ENCFF267EEY	bam	bam		alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1		100					/files/ENCFF107ZQT/, /files/ENCFF643CGH/, /files/ENCFF387RWU/	6284754107	ENCODE Processing Pipeline	a1d81d1804b2e04a8d732640fe2f8fc3		https://www.encodeproject.org/files/ENCFF267EEY/@@download/ENCFF267EEY.bam				released	s3://encode-public/2016/10/09/4bf0847a-3ba5-4fd9-9e8b-dde702a8a3a3/ENCFF267EEY.bam			
ENCFF908CYX	bam	bam		alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1		100					/files/ENCFF228VAR/, /files/ENCFF643CGH/, /files/ENCFF739VNU/	6663598439	ENCODE Processing Pipeline	b1ca9d91bb1c1f8e9e9283f47224c9c3		https://www.encodeproject.org/files/ENCFF908CYX/@@download/ENCFF908CYX.bam				released	s3://encode-public/2016/10/09/76f71e18-85d7-42a3-a8d1-aef4d1a99c98/ENCFF908CYX.bam			
ENCFF522CRP	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF267EEY/, /files/ENCFF910IKB/	1217745692	ENCODE Processing Pipeline	542aaaa4a33c16e4883f2bfed4409ec1		https://www.encodeproject.org/files/ENCFF522CRP/@@download/ENCFF522CRP.bigWig				released	s3://encode-public/2016/10/24/f9775957-3efb-488b-9058-f5ba86cb225e/ENCFF522CRP.bigWig			
ENCFF020JZW	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF908CYX/	1076641173	ENCODE Processing Pipeline	bb2abdf5ac05acab7ccd53024da9aaa6		https://www.encodeproject.org/files/ENCFF020JZW/@@download/ENCFF020JZW.bigWig				released	s3://encode-public/2016/10/24/41d4e432-bd28-4d58-88ab-3b2c3441f5e7/ENCFF020JZW.bigWig			
ENCFF961YUC	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF267EEY/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF908CYX/	1896676355	ENCODE Processing Pipeline	33eae407551e769e20ed7204299b6757		https://www.encodeproject.org/files/ENCFF961YUC/@@download/ENCFF961YUC.bigWig				released	s3://encode-public/2016/10/24/48c4c0f5-73d5-4f9f-898f-51f16e076a0d/ENCFF961YUC.bigWig			
ENCFF611OPH	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF267EEY/, /files/ENCFF910IKB/	1406795425	ENCODE Processing Pipeline	3289c27c1032fd4440481dfcc993e608		https://www.encodeproject.org/files/ENCFF611OPH/@@download/ENCFF611OPH.bigWig				released	s3://encode-public/2016/10/24/0e992a06-74f6-4203-b52b-b0c1ccb0fd68/ENCFF611OPH.bigWig			
ENCFF897JUI	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF908CYX/	1426745808	ENCODE Processing Pipeline	9744871c8067141675b384597e2555a5		https://www.encodeproject.org/files/ENCFF897JUI/@@download/ENCFF897JUI.bigWig				released	s3://encode-public/2016/10/24/f99ee29b-e993-410f-aa5e-1ff37cf08698/ENCFF897JUI.bigWig			
ENCFF911IYO	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF267EEY/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF908CYX/	2393380952	ENCODE Processing Pipeline	2d740ac593e4ffbe2ef740b71bf973f2		https://www.encodeproject.org/files/ENCFF911IYO/@@download/ENCFF911IYO.bigWig				released	s3://encode-public/2016/10/24/3450c2d0-18f5-4e58-9f80-f58f8c8d40c9/ENCFF911IYO.bigWig			
ENCFF777HYZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF267EEY/, /files/ENCFF910IKB/	7103899	ENCODE Processing Pipeline	e5ffbe0a27bfbd5c0be17af87777aa1c		https://www.encodeproject.org/files/ENCFF777HYZ/@@download/ENCFF777HYZ.bed.gz				released	s3://encode-public/2016/10/24/410ae824-4753-4ca3-85dd-eb25a4be6960/ENCFF777HYZ.bed.gz			
ENCFF953GBT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF908CYX/	7165573	ENCODE Processing Pipeline	df1fb8a13c4ca361d6e42485219b29f3		https://www.encodeproject.org/files/ENCFF953GBT/@@download/ENCFF953GBT.bed.gz				released	s3://encode-public/2016/10/24/46574479-5193-4aca-b3d7-59dfada794fb/ENCFF953GBT.bed.gz			
ENCFF885VGV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF267EEY/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF908CYX/	7269569	ENCODE Processing Pipeline	476140cf9f2e9a47e8557079ee0016c7		https://www.encodeproject.org/files/ENCFF885VGV/@@download/ENCFF885VGV.bed.gz				released	s3://encode-public/2016/10/24/50d5316f-b1c7-4037-b4fc-ba8426566625/ENCFF885VGV.bed.gz			
ENCFF915YDB	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF777HYZ/	11759732	ENCODE Processing Pipeline	7210810e88391a268ee19c014457c10c		https://www.encodeproject.org/files/ENCFF915YDB/@@download/ENCFF915YDB.bigBed				released	s3://encode-public/2016/10/24/e07a7e84-5c13-4378-8756-909aaf50dde2/ENCFF915YDB.bigBed			
ENCFF869MPV	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF953GBT/	13788096	ENCODE Processing Pipeline	aa6f5d44d4fead0772a2c9946b35c239		https://www.encodeproject.org/files/ENCFF869MPV/@@download/ENCFF869MPV.bigBed				released	s3://encode-public/2016/10/24/49bfc0b0-d41e-4800-a2f2-b88581c8fab3/ENCFF869MPV.bigBed			
ENCFF739TIS	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF885VGV/	14431187	ENCODE Processing Pipeline	16a7629372b844eabdc6b1cd1e02ae8c		https://www.encodeproject.org/files/ENCFF739TIS/@@download/ENCFF739TIS.bigBed				released	s3://encode-public/2016/10/24/3b4fa73e-a0a4-4857-83b5-00419dabe7a4/ENCFF739TIS.bigBed			
ENCFF195JOB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF953GBT/, /files/ENCFF419RSJ/, /files/ENCFF777HYZ/, /files/ENCFF885VGV/	1133273	ENCODE Processing Pipeline	d54b5396de6029343654fc861b3da713		https://www.encodeproject.org/files/ENCFF195JOB/@@download/ENCFF195JOB.bed.gz				released	s3://encode-public/2016/10/24/98aaf481-177a-499c-9d83-530e74c96264/ENCFF195JOB.bed.gz			
ENCFF492OAR	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF195JOB/	2353801	ENCODE Processing Pipeline	728250d2085e459162414fab5e1a6abd		https://www.encodeproject.org/files/ENCFF492OAR/@@download/ENCFF492OAR.bigBed				released	s3://encode-public/2016/10/24/154bfce4-b205-47ee-b435-f643edc275cd/ENCFF492OAR.bigBed			
ENCFF806GUF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF953GBT/, /files/ENCFF419RSJ/, /files/ENCFF777HYZ/, /files/ENCFF885VGV/	1520737	ENCODE Processing Pipeline	1dba0952313fc92e69d70299249b4b11		https://www.encodeproject.org/files/ENCFF806GUF/@@download/ENCFF806GUF.bed.gz				released	s3://encode-public/2016/10/24/b5003973-02be-43a2-b725-502123d1f527/ENCFF806GUF.bed.gz			
ENCFF882UCV	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF806GUF/	2935941	ENCODE Processing Pipeline	9d1798b9e7baa1bd4eb6019f970587d9		https://www.encodeproject.org/files/ENCFF882UCV/@@download/ENCFF882UCV.bigBed				released	s3://encode-public/2016/10/24/9cde911c-6438-4143-85e1-2dc86c80f1ab/ENCFF882UCV.bigBed			
ENCFF700JTE	bam	bam		unfiltered alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF387RWU/, /files/ENCFF107ZQT/	7730537585	ENCODE Processing Pipeline	832cbc56f964348d8199abab72c9546c		https://www.encodeproject.org/files/ENCFF700JTE/@@download/ENCFF700JTE.bam				released	s3://encode-public/2020/11/28/7f2af5b1-caa5-4dc2-b0e9-0a5605a21a56/ENCFF700JTE.bam			
ENCFF203RXQ	bam	bam		unfiltered alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF228VAR/, /files/ENCFF739VNU/	8233952288	ENCODE Processing Pipeline	d71f85ee124868b63f5fba33d1f7ee6a		https://www.encodeproject.org/files/ENCFF203RXQ/@@download/ENCFF203RXQ.bam				released	s3://encode-public/2020/11/28/bd59b60b-df7a-4a7b-af6f-9d49cc551647/ENCFF203RXQ.bam			
ENCFF106NTB	bam	bam		alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF387RWU/, /files/ENCFF107ZQT/	6193657258	ENCODE Processing Pipeline	a75767ae10e2e549ef004ced1103133b		https://www.encodeproject.org/files/ENCFF106NTB/@@download/ENCFF106NTB.bam				released	s3://encode-public/2020/11/28/8bdb6e3f-d7f3-497f-810a-ebcf687bdedd/ENCFF106NTB.bam			
ENCFF447DRQ	bam	bam		alignments	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF228VAR/, /files/ENCFF739VNU/	6592652018	ENCODE Processing Pipeline	dbc8dd3af499b6f32363bde470db3c3c		https://www.encodeproject.org/files/ENCFF447DRQ/@@download/ENCFF447DRQ.bam				released	s3://encode-public/2020/11/28/af313b66-5274-4a78-acd7-d72ded503f52/ENCFF447DRQ.bam			
ENCFF968EHY	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF106NTB/, /files/ENCFF936FZX/, /files/ENCFF822ODT/	1839838152	ENCODE Processing Pipeline	cd4594178ae69168e5b36d5fd4ed1ba6		https://www.encodeproject.org/files/ENCFF968EHY/@@download/ENCFF968EHY.bigWig				released	s3://encode-public/2020/11/28/0057c6d0-2d90-4949-8a0f-bdcd9f094cf6/ENCFF968EHY.bigWig			
ENCFF036HJP	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1	1_1							/files/ENCFF106NTB/, /files/ENCFF936FZX/, /files/ENCFF822ODT/	1832262942	ENCODE Processing Pipeline	7a869d7dbe82a4cb8cf9209457e5a394		https://www.encodeproject.org/files/ENCFF036HJP/@@download/ENCFF036HJP.bigWig				released	s3://encode-public/2020/11/28/7016b837-4446-47b8-97b7-4ad5d56c6a81/ENCFF036HJP.bigWig			
ENCFF669NAB	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF936FZX/, /files/ENCFF447DRQ/, /files/ENCFF822ODT/	1592844536	ENCODE Processing Pipeline	9cb712338f5e58c61c83d0d04c79f3b3		https://www.encodeproject.org/files/ENCFF669NAB/@@download/ENCFF669NAB.bigWig				released	s3://encode-public/2020/11/28/0b2c8ad8-dc3a-4268-b739-089590e61ea3/ENCFF669NAB.bigWig			
ENCFF073CNF	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF936FZX/, /files/ENCFF447DRQ/, /files/ENCFF822ODT/	1878906687	ENCODE Processing Pipeline	5457818e493674b523c9a17f3a63c099		https://www.encodeproject.org/files/ENCFF073CNF/@@download/ENCFF073CNF.bigWig				released	s3://encode-public/2020/11/28/7e6b9bfe-f70e-4f4e-8408-4b30f3236db3/ENCFF073CNF.bigWig			
ENCFF391FZA	bigWig	bigWig		signal p-value	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF106NTB/, /files/ENCFF936FZX/, /files/ENCFF447DRQ/, /files/ENCFF822ODT/	1934116782	ENCODE Processing Pipeline	a40b472544be73db04272c42fda7a92a		https://www.encodeproject.org/files/ENCFF391FZA/@@download/ENCFF391FZA.bigWig				released	s3://encode-public/2020/11/28/f926bf2b-ba91-4873-88d2-20ef6b861d3a/ENCFF391FZA.bigWig			
ENCFF154DFC	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF477ADF/	1784269	ENCODE Processing Pipeline	56a2eea80c88fa2dd2fa434c468762ff		https://www.encodeproject.org/files/ENCFF154DFC/@@download/ENCFF154DFC.bigBed				released	s3://encode-public/2020/11/28/b76f296c-dd96-41e7-b429-33b84a609d92/ENCFF154DFC.bigBed			
ENCFF364MPH	bigWig	bigWig		fold change over control	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF106NTB/, /files/ENCFF936FZX/, /files/ENCFF447DRQ/, /files/ENCFF822ODT/	2423829826	ENCODE Processing Pipeline	b910353eb7c358448ca1ed5e36f75abb		https://www.encodeproject.org/files/ENCFF364MPH/@@download/ENCFF364MPH.bigWig				released	s3://encode-public/2020/11/28/2d4f897e-890b-437e-ba4b-e62e00546c21/ENCFF364MPH.bigWig			
ENCFF838QCD	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF840SLB/	2658877	ENCODE Processing Pipeline	a1dd7dd91ed1c34ef60e7506c67e03c0		https://www.encodeproject.org/files/ENCFF838QCD/@@download/ENCFF838QCD.bigBed				released	s3://encode-public/2020/11/28/67da0384-d646-49dc-ac9c-5c4e9eb2012c/ENCFF838QCD.bigBed			
ENCFF450MAM	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF308XLP/	2422626	ENCODE Processing Pipeline	e319fbf6af07c5a7a20030fb65506674		https://www.encodeproject.org/files/ENCFF450MAM/@@download/ENCFF450MAM.bigBed				released	s3://encode-public/2020/11/28/fd56cddd-21ef-4a28-9ee0-2d1211884ea0/ENCFF450MAM.bigBed			
ENCFF721LVI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR167KBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF316-human	DNA						2016-11-10	ENCODE			450-650	2	2_1							/files/ENCFF936FZX/, /files/ENCFF447DRQ/, /files/ENCFF822ODT/	7650501	ENCODE Processing Pipeline	bef72f08c02ede4f430565768088eef4		https://www.encodeproject.org/files/ENCFF721LVI/@@download/ENCFF721LVI.bed.gz				released	s3://encode-public/2020/11/28/549c3f6a-cf3d-41ee-8f75-17034bb7a1d8/ENCFF721LVI.bed.gz			
